smiles,Taste
CCC(C)C(=O)C1=C(O)C2(CC=C(C)C)C[C@H]3C(C)(C)C(C(C)C)C[C@@]3(C1=O)C2=O,Bitter
O=C(CCc1ccc(O)c(O)c1)NCCCCN(CCCNC(=O)CCc1ccc(O)c(O)c1)C(=O)CCc1ccc(O)c(O)c1,Bitter
C=C1[C@@H]2CC[C@H]3[C@@]45COC(O)([C@@H](O)[C@@H]4C(C)(C)C=CC5=O)[C@]3(C2)[C@@H]1OC(C)=O,Bitter
CC(C)CC(=O)C1=C(O)[C@@]2(O)[C@H](C[C@H]3C(C)(C)[C@@H](C(C)(C)O)C[C@]32O)C1=O,Bitter
C=C(C)[C@H]1C[C@]2(O)[C@@H](C[C@@H]3C(=O)C(C(=O)CC(C)C)=C(O)[C@@]32O)C1(C)C,Bitter
CC(C)CC1=C2C(=O)[C@H]3C[C@@H](C(C)(C)O)[C@@]4(O)C[C@@H](C(C)(C)O1)[C@]2(O)[C@@]34O,Bitter
CC(C)C1=C2C(=O)[C@H]3C[C@@H](C(C)(C)O)[C@@]4(O)C[C@@H](C(C)(C)O1)[C@]2(O)[C@@]34O,Bitter
CC(C)C(=O)C1=C(O)[C@@]2(O)[C@H](C[C@H]3C(C)(C)[C@@H](C(C)(C)O)C[C@]32O)C1=O,Bitter
C=C(C)[C@H]1C[C@]2(O)[C@@H](C[C@@H]3C(=O)C(C(=O)C(C)C)=C(O)[C@@]32O)C1(C)C,Bitter
C=C1C(=O)O[C@@H]2[C@H]3C(COC(=O)C(=O)O)=CC(=O)C3=C(C)C[C@H](O)[C@@H]12,Bitter
C=C1C(=O)O[C@@H]2[C@H]3C(COC(=O)C(=O)O)=CC(=O)C3=C(C)C[C@H](OC(=O)Cc3ccc(O)cc3)[C@@H]12,Bitter
NC(=O)C[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC1=O,Bitter
O=Cc1ccc2n1C[C@@]1(C[C@H](O)[C@H](O)CO1)OC2,Bitter
COC1=CC(=O)C(CC=C(C)C)(CC=C(C)C)C(=O)/C1=C(O)/C=C/c1ccc(O)cc1,Bitter
CC(C)=CCC1=C(O)C(CC=C(C)C)(CC=C(C)C)C(=O)C2=C1OC(c1ccc(O)cc1)CC2=O,Bitter
CCOC(C)(C)CCc1c(O)cc(OC)c(C(=O)/C=C/c2ccc(O)cc2)c1O,Bitter
CCOC(C)(C)CCc1c(O)cc(OC)c2c1OC(c1ccc(O)cc1)CC2=O,Bitter
COc1c(CC=C(C)C)c(O)c2c(c1C(=O)/C=C/c1ccc(O)cc1)OC(C)(C)CC2,Bitter
C=C(C)CCc1c(O)cc(OC)c(C(=O)/C=C/c2ccc(O)cc2)c1O,Bitter
COc1cc(O)c(CCC(C)(C)OC)c(O)c1C(=O)/C=C/c1ccc(O)cc1,Bitter
COc1cc(O)c(CCC(C)(C)OC)c2c1C(=O)CC(c1ccc(O)cc1)O2,Bitter
CC(C)=CCc1c(O)c(O)c(O)c2c1OC(C)(C)CC2=O,Bitter
CC(C)=CCC12C[C@H]3C(C)(C)C(C(C)(C)O)C[C@@]3(C(=O)C(C(=O)CC(C)C)=C1O)C2=O,Bitter
CC(C)=CCC12C[C@H]3C(C)(C)C(C(C)(C)O)C[C@@]3(C(=O)C(C(=O)C(C)C)=C1O)C2=O,Bitter
C=CCSC[C@@H](C(=O)O)N1Cc2ccc(C=O)n2[C@@H](CSCC=C)C1=O,Bitter
O=Cc1ccc(CO)n1Cc1ccc(CO)o1,Bitter
C=CCSC[C@@H]1C(=O)N([C@@H](CSCC=C)C(=O)O)Cc2ccc(C=O)n21,Bitter
COc1cc(O)c(CC2OC2(C)C)c(O)c1C(=O)/C=C/c1ccc(O)cc1,Bitter
CC(C)C[C@H](NC(=O)[C@@H](N)CCC(N)=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(N)=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CO)C(=O)N1CCC[C@H]1C(=O)O)[C@@H](C)O,Bitter
CCCCN1C(=O)c2ccc([N+](=O)[O-])cc2S1(=O)=O,Bitter
CC(C)N1C(=O)c2ccc([N+](=O)[O-])cc2S1(=O)=O,Bitter
CCCCCN1C(=O)c2ccc([N+](=O)[O-])cc2S1(=O)=O,Bitter
O=C1c2ccc([N+](=O)[O-])cc2S(=O)(=O)N1SC(Cl)(Cl)Cl,Bitter
C=CCN1C(=O)c2ccc([N+](=O)[O-])cc2S1(=O)=O,Bitter
CN1C(=O)c2ccc(S(N)(=O)=O)cc2S1(=O)=O,Bitter
CCN(CC)CCCN1S(=O)(=O)c2ccccc2S1(=O)=O,Bitter
CCCCN(CCCC)CCN1S(=O)(=O)c2ccccc2S1(=O)=O,Bitter
C=C1C(=O)[C@@]23CC[C@@H]4C(C)(C)CC(OOC5OC(CO)C(O)C(O)C5O)C[C@@]4(C)[C@@H]2CCC1C3,Bitter
C=C1C(O)CCC(C)=CC2OC(=O)C(C)C2CC1OC(C)=O,Bitter
C=C(C(=O)O)[C@@H]1[C@@H](O)C=C(C)[C@]2(O)CC=C(C)[C@@H]2[C@H]1O,Bitter
CC(C)=CCC1C(=O)C(C(=O)C(C)C)=C(O)[C@@H]1O,Bitter
CCC(C)C(=O)C1=C(O)[C@H](O)C(CC=C(C)C)C1=O,Bitter
CC(C)=CCC1C(=O)C(C(=O)C(C)C)=C(O)[C@H]1O,Bitter
CCC(C)C(=O)C1=C(O)[C@@H](O)C(CC=C(C)C)C1=O,Bitter
CC(C)=CCC1C(=O)C(C(=O)C(C)C)=C(O)[C@@]1(O)C(=O)/C=C/C(C)C,Bitter
CC(C)=CCC1C(=O)C(C(=O)CC(C)C)=C(O)[C@@]1(O)C(=O)/C=C/C(C)C,Bitter
CCC(C)C(=O)C1=C(O)[C@@](O)(C(=O)/C=C/C(C)C)C(CC=C(C)C)C1=O,Bitter
CC(C)=CCC1C(=O)C(C(=O)C(C)C)=C(O)[C@]1(O)C(=O)/C=C/C(C)C,Bitter
CC(C)=CCC1C(=O)C(C(=O)CC(C)C)=C(O)[C@]1(O)C(=O)/C=C/C(C)C,Bitter
CCC(C)C(=O)C1=C(O)[C@](O)(C(=O)/C=C/C(C)C)C(CC=C(C)C)C1=O,Bitter
CC(C)=CCC1C(=O)C(C(=O)C(C)C)=C(O)[C@@]1(O)C(=O)/C=C/C(C)(C)O,Bitter
CC(C)=CCC1C(=O)C(C(=O)CC(C)C)=C(O)[C@@]1(O)C(=O)/C=C/C(C)(C)O,Bitter
CCC(C)C(=O)C1=C(O)[C@@](O)(C(=O)/C=C/C(C)(C)O)C(CC=C(C)C)C1=O,Bitter
CC(C)=CCC1C(=O)C(C(=O)C(C)C)=C(O)[C@]1(O)C(=O)/C=C/C(C)(C)O,Bitter
CC(C)=CCC1C(=O)C(C(=O)CC(C)C)=C(O)[C@]1(O)C(=O)/C=C/C(C)(C)O,Bitter
CCC(C)C(=O)C1=C(O)[C@](O)(C(=O)/C=C/C(C)(C)O)C(CC=C(C)C)C1=O,Bitter
CC(C)=CCC1C(=O)C(C(=O)C(C)C)=C(O)[C@@]1(O)C(=O)/C=C/C(C)(C)OO,Bitter
CC(C)=CCC1C(=O)C(C(=O)CC(C)C)=C(O)[C@@]1(O)C(=O)/C=C/C(C)(C)OO,Bitter
CCC(C)C(=O)C1=C(O)[C@@](O)(C(=O)/C=C/C(C)(C)OO)C(CC=C(C)C)C1=O,Bitter
CC(C)=CCC1C(=O)C(C(=O)C(C)C)=C(O)[C@]1(O)C(=O)/C=C/C(C)(C)OO,Bitter
CC(C)=CCC1C(=O)C(C(=O)CC(C)C)=C(O)[C@]1(O)C(=O)/C=C/C(C)(C)OO,Bitter
CCC(C)C(=O)C1=C(O)[C@](O)(C(=O)/C=C/C(C)(C)OO)C(CC=C(C)C)C1=O,Bitter
CCC(C)C(=O)C1=C(O)[C@@]2(O)[C@H](C[C@H]3C(C)(C)[C@@H](C(C)(C)O)C[C@]32O)C1=O,Bitter
C=C(C)[C@H]1C[C@]2(O)[C@@H](C[C@@H]3C(=O)C(C(=O)C(C)CC)=C(O)[C@@]32O)C1(C)C,Bitter
CC(C)C(=O)C1=C(O)C2(O)C(CC3C(C)(C)OC(O)CC32O)C1=O,Bitter
CC(C)CC(=O)C1=C(O)C2(O)C(CC3C(C)(C)OC(O)CC32O)C1=O,Bitter
CCC(C)C(=O)C1=C(O)C2(O)C(CC3C(C)(C)OC(O)CC32O)C1=O,Bitter
CC(C)=CC1OC(C)(C)C2CC3C(=O)C(C(=O)C(C)C)=C(O)C3(O)C12O,Bitter
CC(C)=CC1OC(C)(C)C2CC3C(=O)C(C(=O)CC(C)C)=C(O)C3(O)C12O,Bitter
CCC(C)C1=C2C(=O)[C@H]3C[C@@H](C(C)(C)O)[C@@]4(O)C[C@@H](C(C)(C)O1)[C@]2(O)[C@@]34O,Bitter
CC(C)=CCC12C[C@H]3C(C)(C)C(C(C)(C)OO)C[C@]3(C1=O)C(O)=C(C(=O)C(C)C)C2=O,Bitter
CC(C)=CCC12C[C@H]3C(C)(C)C(C(C)(C)OO)C[C@]3(C1=O)C(O)=C(C(=O)CC(C)C)C2=O,Bitter
CCC(C)C(=O)C1=C(O)[C@@]23CC(C(C)(C)OO)C(C)(C)[C@@H]2CC(CC=C(C)C)(C1=O)C3=O,Bitter
CC(CC[C@@]1(O)OC2CC3C4CC[C@H]5CC(OC6(C)OC(C)(CO)C(C)(COCC7(C)OC(C)(CO)C(C)(O)C(C)(O)C7(C)OC7(C)OC(C)(CO)C(C)(O)C(C)(O)C7(C)O)C(C)(O)C6(C)O)CCC5(C)C4CCC3(C)C2[C@@H]1C)COCC1(C)OC(C)(CO)C(C)(O)C(C)(O)C1(C)O,Bitter
O=C1/C(=C\c2ccco2)C(CO)[n+]2cc([O-])c(Cc3ccco3)cc21,Bitter
C[C@@H](CC[C@@]1(O)O[C@H]2C[C@H]3[C@@H]4CC=C5C[C@@H](O[C@@H]6O[C@H](CO)[C@@H](O[C@@H]7O[C@@H](C)[C@H](O)[C@@H](O)[C@H]7O)[C@H](O)[C@H]6O[C@@H]6O[C@@H](C)[C@H](O)[C@@H](O)[C@H]6O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2[C@@H]1C)CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,Bitter
C[C@@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@H]3CC[C@@]4(C)C(CC[C@@H]5[C@@H]4CC[C@]4(C)C6C(C[C@@H]54)O[C@](O)(CC[C@@H](C)CO[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@H]6C)C3)[C@H](O)[C@H]2O)[C@H](O)[C@H](O)[C@H]1O,Bitter
C[C@@H](CC[C@@]1(O)OC2C[C@H]3[C@@H]4CCC5C[C@@H](O[C@@H]6O[C@H](CO)[C@@H](O[C@@H]7O[C@@H](C)[C@H](O)[C@@H](O)[C@H]7O)[C@H](O)[C@H]6O)CC[C@]5(C)[C@H]4CC[C@]3(C)C2[C@@H]1C)CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,Bitter
O=C1/C(=C/c2ccco2)C(CO)[n+]2cc([O-])c(Cc3ccco3)c(CO)c21,Bitter
COc1cc([C@H]2c3c(cc(OC)c(O)c3OC)C[C@@H](CO)[C@@H]2COC2OC(COC(=O)c3cc(O)c(O)c(O)c3)C(O)C(O)C2O)cc(OC)c1O,Bitter
COc1cc([C@@H]2c3c(cc(OC)c(O)c3OC)C[C@H](CO)[C@H]2COC2OC(COC(=O)c3cc(O)c(O)c(O)c3)C(O)C(O)C2O)cc(OC)c1O,Bitter
CC1=C[C@H](O)C2[C@H](CC(C)=CCC1)OC(=O)[C@@]2(C)O,Bitter
CC(=O)OC[C@H]1CC=C(C)[C@@H](OC(C)=O)C[C@@H]2[C@@H](C=C1C)OC(=O)[C@@H]2C,Bitter
C=C1C(=O)O[C@H]2CC(C)=CCC[C@@]3(C)O[C@H]3[C@@H](OC(C)=O)[C@H]12,Bitter
C=C1C(=O)O[C@H]2C=C(C)[C@@H](OC(C)=O)CCC(C)=C[C@@H](OC(C)=O)[C@H]12,Bitter
[H][C@](N)(CCC(N)=O)C(=O)N[C@@]([H])(CC(C)C)C(=O)N[C@@]([H])(Cc1ccccc1)C(=O)NCC(=O)N1CCC[C@@]1([H])C(=O)N[C@@]([H])(CC(N)=O)C(=O)N[C@]([H])(C(=O)N[C@@]([H])(CC(N)=O)C(=O)N1CCC[C@@]1([H])C(=O)N[C@@]([H])(Cc1c[nH]c2ccccc12)C(=O)N[C@@]([H])(Cc1cnc[nH]1)C(=O)N[C@@]([H])(CC(N)=O)C(=O)N1CCC[C@@]1([H])C(=O)O)C(C)C,Bitter
[H][C@](N)(CCC(N)=O)C(=O)N[C@@]([H])(CC(C)C)C(=O)N[C@@]([H])(Cc1ccccc1)C(=O)N[C@@]([H])(CC(N)=O)C(=O)N1CCC[C@@]1([H])C(=O)N[C@@]([H])(CO)C(=O)N[C@]([H])(C(=O)N[C@@]([H])(CC(N)=O)C(=O)N1CCC[C@@]1([H])C(=O)N[C@@]([H])(Cc1c[nH]c2ccccc12)C(=O)O)C(C)O,Bitter
CCOC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC(N)=O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](N)CCC(N)=O)C(C)O,Bitter
[H][C@](N)(CCC(N)=O)C(=O)N[C@@]([H])(CC(C)C)C(=O)N[C@@]([H])(Cc1ccccc1)C(=O)NCC(=O)N1CCC[C@@]1([H])C(=O)N[C@@]([H])(CC(N)=O)C(=O)N[C@]([H])(C(=O)N[C@@]([H])(CC(N)=O)C(=O)N1CCC[C@@]1([H])C(=O)N[C@@]([H])(Cc1c(CC)[nH]c2ccccc12)C(=O)O)C(C)C,Bitter
C=C1C(=O)O[C@H]2[C@H]1CCC(C)=C1C(=O)C=C(COS(=O)(=O)[O-])[C@H]12,Bitter
OC/C=C\c1ccccc1,Bitter
O=C(Cc1ccccc1)Cc1ccccc1,Bitter
CCCCCCS,Bitter
CCCC(=O)OC(C)(C)C1CC=C(C)CC1,Bitter
CC/C=C\CC1=C(C)CCC1=O,Bitter
CC(C)=CCCC(C)CCOCC=O,Bitter
CC[C@H](C)[C@@H](N)C(=O)O,Bitter
NC(Cc1cnc[nH]1)C(=O)O,Bitter
CC(C)CC(N)C(=O)O,Bitter
C/C=C/c1ccc(OC)c(OC)c1,Bitter
CCCCCCCCOC(C)=O,Bitter
CC1=[NH+][C@@H](C)O[C@H]1C,Bitter
CCCCCCCC/C=C/CCCCCCCC(=O)OCCOCC(OCCO)C1OC(OCCO)CC1OCCO,Bitter
C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12.O=S(=O)(O)O,Bitter
C=C[C@H]1CN2CCC1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12.C=C[C@H]1CN2CCC1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12.O.O.O=S(=O)(O)O,Bitter
C=CC12CCN(CC1)C(C(O)c1ccnc3ccc(OC)cc13)C2.[Cl-].[H+],Bitter
CC1=CC[C@H](C(C)(C)O)CC1,Sweet
CC(=O)/C=C/[C@H]1C(C)=CC[C@@H](C)C1(C)C,Sweet
CCCCCC(/C=C/c1ccccc1)OC(C)=O,Sweet
CCC/C=C/C=C/C=O,Sweet
CC(C)=CCC/C(C)=C/C(O)C=O,Sweet
CCCCC/C=C/CC1CCCC1=O,Sweet
CC/C=C/CCOC(=O)CCCC,Sweet
CCCC/C=C/C=O,Sweet
CC/C=C\CCOC(=O)CCCCC,Sweet
CCC/C=C\COC(C)=O,Sweet
CC/C=C\CCO,Sweet
Cc1ccc(CC=O)cc1,Sweet
CCCCC1CCC(=O)O1,Sweet
Cc1ccc(C=O)s1,Sweet
C=CC(O)CCCC,Sweet
CCCCCCO,Sweet
CCCCCCCCO,Sweet
C=CC(CCCCC)OC(C)=O,Sweet
CCCCCO,Sweet
CCCC(O)Cc1ccccc1,Sweet
CCC(=O)OC(C)c1ccccc1,Sweet
Cc1ccc(C(C)(C)O)cc1,Sweet
CCC(C=O)c1ccc(C)o1,Sweet
CC(=O)C(C)=O,Sweet
CCCC(=O)C(C)=O,Sweet
CCC(=O)C(C)=O,Sweet
CCCCC/C=C/C=C/CO,Sweet
C/C(=C\C(C)C)C(=O)O,Sweet
C/C=C/C=C/CO,Sweet
C/C=C/C=C/C=O,Sweet
COc1cccc(OC)c1O,Sweet
CC1CCC2CC1SC2(C)C,Sweet
CCC1=C(O)C(=O)CC1,Sweet
C=CCOC(=O)CCC1CCCCC1,Sweet
CC1=C(O)C(=O)OC1C,Sweet
CCCCC/C(C=O)=C/c1ccccc1,Sweet
CCC(C)=O,Sweet
CCOc1ccc2ccccc2c1,Sweet
CCC1OC(C)=C(O)C1=O,Sweet
CCC(C=O)CC,Sweet
CCC(CC)C(=O)O,Sweet
CCCCCC(C)=O,Sweet
CCCCCC(=O)c1ccco1,Sweet
Cc1csc(C(C)C)n1,Sweet
CC(C)C/C=C(/C=O)C(C)C,Sweet
CC/C=C(\C)C=O,Sweet
CC(C)(O)CCc1ccccc1,Sweet
CCC(C)C(=O)O,Sweet
CCC(C)COC(=O)C(C)CC,Sweet
CCC(C)COC(C)=O,Sweet
CCC(C)COC(=O)CC(C)C,Sweet
CCC(C)C=O,Sweet
CCCC(C)C=O,Sweet
CCCCCCCC(C)O,Sweet
CCCCCCCC(C)=O,Sweet
CCCCC/C=C/COC(C)=O,Sweet
C/C=C/C(=O)CCCC,Sweet
CCC(=O)C(=O)O,Sweet
CCCCCCCCCCCCCC(C)=O,Sweet
CCCC(C)=O,Sweet
CCCC(=O)OC(C)CCC,Sweet
CC(C)C(=O)OCCOc1ccccc1,Sweet
CCCCCC(=O)OCCc1ccccc1,Sweet
CCCCCCCC(=O)OCCc1ccccc1,Sweet
COC(OC)C(C)c1ccccc1,Sweet
CCCCCCCCCC(C)=O,Sweet
CCCC(CCOC(C)=O)SC,Sweet
COc1ccc(C=O)cc1OC,Sweet
CC1CC(=O)C(=O)C1C,Sweet
CCC(=O)C(=O)CC,Sweet
CC1CC(C)C(=O)C1=O,Sweet
CCCCC/C=C\C=C\C(=O)OCC,Sweet
COC(=O)Cc1ccc(C(C)(C)C)cc1,Sweet
CC1=C(O)C(=O)C(C)O1,Sweet
CCCC(=O)C(CC)Cc1ccccc1,Sweet
CCOc1cc(C=O)ccc1O,Sweet
CCCCCCCC1CC(C)OC1=O,Sweet
CCCC(=O)CC,Sweet
CC/C=C/CC(=O)OC,Sweet
CCCC(S)CCO,Sweet
CCCC(S)CCOC(C)=O,Sweet
CC(C)CCO,Sweet
CC(C)=CCO,Sweet
CC(C)=CC=O,Sweet
CCC(C)C(=O)OCCC(C)C,Sweet
CC1CCCC(=O)C1,Sweet
CC1CCC(=O)C1=O,Sweet
CCC(C)CC(=O)O,Sweet
CCCCCC(=O)CC,Sweet
OCCCc1ccccc1,Sweet
O=CCCc1ccccc1,Sweet
CC/C=C1\OC(=O)c2ccccc21,Sweet
CC(=O)CCc1ccc(O)cc1,Sweet
COc1ccc(CCC(C)=O)cc1,Sweet
CCc1ccc(O)c(OC)c1,Sweet
COc1cc(C=O)ccc1OC(C)=O,Sweet
CCCC(=O)CCC,Sweet
O=Cc1ccc(O)cc1,Sweet
COc1ccc(COC(C)=O)cc1,Sweet
COc1ccc(COC=O)cc1,Sweet
COc1ccc(/C=C/C=O)cc1,Sweet
COc1ccc(CC(C)=O)cc1,Sweet
CC(=O)CC(C)C,Sweet
CC(C)/C=C\C=O,Sweet
CCCCCC1OCC(C)O1,Sweet
CC(C)/C=C(/C=O)c1ccccc1,Sweet
CC(=O)c1ccc(C)cc1,Sweet
CCCCCCCCCCCC(=O)Oc1ccc(C)cc1,Sweet
CCCc1ccc(OC)cc1,Sweet
C=Cc1ccc(O)cc1,Sweet
CC/C=C\CCOC(=O)C(C)CC,Sweet
Cc1ccc(C=O)o1,Sweet
CC(=O)C(=O)CC(C)C,Sweet
CCOc1cc(C2OCC(C)O2)ccc1O,Sweet
CCC1OC(=O)C(O)=C1C,Sweet
CC(O)C(O)C(O)C(O)C=O,Sweet
CC(C)=CCCC(C)(O)C1CO1,Sweet
CC(=O)/C=C/C=C(C)C,Sweet
CCCCCc1cccc(=O)o1,Sweet
CCOC(=O)C1OC1(C)c1ccccc1,Sweet
CC1=C2CCC(C)C=C2OC1=O,Sweet
CC(C)=CC/C=C(\C)CCOC(=O)CC(C)C,Sweet
CC(C)C(=O)OC[C@@H](C)c1ccccc1,Sweet
CC(=O)C(C)O,Sweet
CC(C)=O,Sweet
CC(=O)C(=O)C(C)C,Sweet
C=CCCC(=O)/C=C/C1C(C)=CCCC1(C)C,Sweet
C=CCOC(=O)CCC,Sweet
C=CCOC(=O)CCCCCC,Sweet
C=CCOC(=O)CCCCC,Sweet
C=CCOC(=O)CC(C)C,Sweet
C=CCOC(=O)CCCCCCCC,Sweet
C=CCOC(=O)CCCCCCC,Sweet
CC1=CCC(=O)O1,Sweet
C/C=C/C(=O)C1C(C)=CCCC1(C)C,Sweet
CC/C(C=O)=C\c1ccco1,Sweet
CC(=O)/C=C/C1C(C)=CCCC1(C)C,Sweet
C/C(C=O)=C/c1ccccc1,Sweet
CC(=O)/C=C/c1ccccc1,Sweet
COC(OC)c1ccccc1,Sweet
OCc1ccccc1,Sweet
O=C(OCc1ccccc1)c1ccccc1,Sweet
CCCC(=O)OCc1ccccc1,Sweet
O=C(/C=C/c1ccccc1)OCc1ccccc1,Sweet
O=COCc1ccccc1,Sweet
CCCCCC(=O)OCc1ccccc1,Sweet
CC(C)C(=O)OCc1ccccc1,Sweet
CC(C)CC(=O)OCc1ccccc1,Sweet
CCC(=O)OCc1ccccc1,Sweet
C/C=C(\C)C(=O)OCc1ccccc1,Sweet
NCCC(=O)O,Sweet
CC1=C(/C=C/C(C)O)C(C)(C)CCC1,Sweet
CC(=O)/C=C/C1=C(C)CCCC1(C)C,Sweet
CC(C)=CCC/C(C)=C1\CC=C(C)CC1,Sweet
CCCCOC(C)=O,Sweet
CCCCOC(=O)c1ccccc1N,Sweet
CCCCOC(=O)CCC,Sweet
CCCCOC(=O)CC(=O)OCC,Sweet
CCCCCC(=O)OCCCC,Sweet
CCCCOC(=O)C(C)C,Sweet
CCCCOC(=O)CC(C)C,Sweet
CCCCOC(=O)CCCC,Sweet
CCCCOC(=O)Cc1ccccc1,Sweet
CCCC(=O)O,Sweet
CCCCC/C(=C\c1ccccc1)CO,Sweet
CC(=O)OC/C=C/c1ccccc1,Sweet
CCCC(=O)OC/C=C/c1ccccc1,Sweet
CC(C)C(=O)OC/C=C/c1ccccc1,Sweet
CC(C)CC(=O)OC/C=C/c1ccccc1,Sweet
CCC(=O)OC/C=C/c1ccccc1,Sweet
CC/C=C\CCOC(C)=O,Sweet
CC/C=C\CCOC(=O)c1ccccc1N,Sweet
CC/C=C\CCOC(=O)c1ccccc1,Sweet
CC/C=C\CCOC(=O)CCC,Sweet
CC/C=C\CCOC=O,Sweet
CC/C=C\CCOC(=O)C(C)C,Sweet
CC/C=C\CCOC(=O)CC(C)C,Sweet
CC/C=C\CCOC(=O)C(C)O,Sweet
CC/C=C\CCCCO,Sweet
C=C(C)[C@@H]1CC=C(C)[C@H](OC(C)=O)C1,Sweet
C/C=C\C(=O)OCC,Sweet
CC(C)=CCCC(C)CC(=O)O,Sweet
CC(=O)OCCC(C)CCC=C(C)C,Sweet
CCCC(=O)OCCC(C)CCC=C(C)C,Sweet
CC(C)=CCCC(C)CCOC=O,Sweet
C/C=C\C(=O)OCC(C)C,Sweet
O=C(O)C1CCCCC1,Sweet
CC(=O)OC1CCCCC1,Sweet
CCCC(=O)OC1CCCCC1,Sweet
O=COC1CCCCC1,Sweet
CCC(=O)OC1CCCCC1,Sweet
COC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@@H](CC(=O)O)NCCC(C)(C)C,Sweet
C/C=C/C(=O)C1=C(C)C=CCC1(C)C,Sweet
CCCCCCCCCC=O,Sweet
CCCCCCCCCCOC(=O)CCC,Sweet
COc1cc(/C=C/C(C)=O)ccc1O,Sweet
CCCCCC1CCCC(=O)O1,Sweet
CCCCC1CCCC(=O)O1,Sweet
CCCC1CCCC(=O)O1,Sweet
CCCCCCCCCC1CCCC(=O)O1,Sweet
CCCCCCC1CCCC(=O)O1,Sweet
CCOC(=O)CC(=O)OCC,Sweet
CCOC(=O)CCC(=O)OCC,Sweet
CC(=O)CCC1C(C)=CCCC1(C)C,Sweet
C=C(C)C1CCC(C)C(O)C1,Sweet
CCCCCC1=C(C)CCC1=O,Sweet
CCCCCCC1(C)CCC(=O)O1,Sweet
COC(=O)CCC(=O)OC,Sweet
CSC,Sweet
C=C(C)[C@H]1CC=C(C)CC1,Sweet
O=C(O)C1CCCN1,Sweet
CC(C)C(=O)OC(C)(C)CCc1ccccc1,Sweet
C=CCc1ccc(OC)cc1,Sweet
CCOC(=O)COc1ccc(C)cc1,Sweet
C/C=C/C(C)C(=O)OCC,Sweet
CC/C=C/CCC(=O)OCC,Sweet
CCOC(=O)CSC,Sweet
C=CCC(C)C(=O)OCC,Sweet
CCOC(=O)C(C)CC,Sweet
CCOC(=O)CCc1ccco1,Sweet
CCOC(=O)CCSC,Sweet
CC/C=C/CC(=O)OCC,Sweet
CCOC(=O)CC(C)O,Sweet
CCCC(O)CC(=O)OCC,Sweet
CCOC(=O)CC(C)CC,Sweet
CCCC(=O)CC(=O)OCC,Sweet
CCOC(=O)C1OC1c1ccccc1,Sweet
CCOC(=O)c1ccc(OC)cc1,Sweet
CCOC(C)=O,Sweet
CCOC(=O)CC(C)=O,Sweet
CCCC(=O)OCC,Sweet
CCCCCC(=O)OCC,Sweet
CCOC(=O)/C=C/c1ccccc1,Sweet
CCCCCCCCCC(=O)OCC,Sweet
CCCCCCC(=O)OCC,Sweet
CCC/C=C/C(=O)OCC,Sweet
CCOC(=O)C(C)C,Sweet
CCOC(=O)CC(C)C,Sweet
CCOC(=O)C(C)O,Sweet
CCCCCCCCCCCC(=O)OCC,Sweet
CCOC(=O)CCC(C)=O,Sweet
CCSC,Sweet
CCOC(=O)C1OC1(C)c1ccc(C)cc1,Sweet
CCCCCCCCC(=O)OCC,Sweet
CCCCC(=O)OCC,Sweet
CCOC(=O)CC,Sweet
CCOC(=O)C(C)=O,Sweet
CCOC(=O)c1ccccc1O,Sweet
C/C=C/C=C/C(=O)OCC,Sweet
CCCCCCCCCCCCCC(=O)OCC,Sweet
CCCCCCC/C=C/C(=O)OCC,Sweet
CCCCC/C=C/C(=O)OCC,Sweet
CCCCCCCCCCC(=O)OCC,Sweet
C=CCCCCCCCCC(=O)OCC,Sweet
O=C1CCCCCCCCCCCC(=O)OCCO1,Sweet
CC(C)=CCC/C(C)=C/CC/C(C)=C/CO,Sweet
O=CO,Sweet
O=Cc1ccco1,Sweet
CCCCCCCC(=O)OCc1ccco1,Sweet
CCCCC(=O)OCc1ccco1,Sweet
CC(=O)/C=C/c1ccco1,Sweet
O=C1CCCO1,Sweet
CCC1CCC(=O)O1,Sweet
CCCCCCC1CCC(=O)O1,Sweet
CCCCCCCCC1CCC(=O)O1,Sweet
